PING 172.31.47.114 (172.31.47.114) 56(84) bytes of data.
64 bytes from 172.31.47.114: icmp_seq=355 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=356 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=357 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=358 ttl=127 time=0.447 ms
64 bytes from 172.31.47.114: icmp_seq=359 ttl=127 time=0.424 ms
64 bytes from 172.31.47.114: icmp_seq=360 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=361 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=362 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=363 ttl=127 time=0.366 ms
64 bytes from 172.31.47.114: icmp_seq=364 ttl=127 time=0.408 ms
64 bytes from 172.31.47.114: icmp_seq=365 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=366 ttl=127 time=0.405 ms
64 bytes from 172.31.47.114: icmp_seq=367 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=368 ttl=127 time=0.428 ms
64 bytes from 172.31.47.114: icmp_seq=369 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=370 ttl=127 time=0.275 ms
64 bytes from 172.31.47.114: icmp_seq=371 ttl=127 time=0.352 ms
64 bytes from 172.31.47.114: icmp_seq=372 ttl=127 time=0.489 ms
64 bytes from 172.31.47.114: icmp_seq=373 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=374 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=375 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=376 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=377 ttl=127 time=0.274 ms
64 bytes from 172.31.47.114: icmp_seq=378 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=379 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=380 ttl=127 time=0.421 ms
64 bytes from 172.31.47.114: icmp_seq=381 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=382 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=383 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=384 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=385 ttl=127 time=0.363 ms
64 bytes from 172.31.47.114: icmp_seq=386 ttl=127 time=0.279 ms
64 bytes from 172.31.47.114: icmp_seq=387 ttl=127 time=0.369 ms
64 bytes from 172.31.47.114: icmp_seq=388 ttl=127 time=0.369 ms
64 bytes from 172.31.47.114: icmp_seq=389 ttl=127 time=0.409 ms
64 bytes from 172.31.47.114: icmp_seq=390 ttl=127 time=0.435 ms
64 bytes from 172.31.47.114: icmp_seq=391 ttl=127 time=0.402 ms
64 bytes from 172.31.47.114: icmp_seq=392 ttl=127 time=0.419 ms
64 bytes from 172.31.47.114: icmp_seq=393 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=394 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=395 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=396 ttl=127 time=0.377 ms
64 bytes from 172.31.47.114: icmp_seq=397 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=398 ttl=127 time=0.382 ms
64 bytes from 172.31.47.114: icmp_seq=399 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=400 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=401 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=402 ttl=127 time=0.286 ms
64 bytes from 172.31.47.114: icmp_seq=403 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=404 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=405 ttl=127 time=0.280 ms
64 bytes from 172.31.47.114: icmp_seq=406 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=407 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=408 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=409 ttl=127 time=0.432 ms
64 bytes from 172.31.47.114: icmp_seq=410 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=411 ttl=127 time=0.381 ms
64 bytes from 172.31.47.114: icmp_seq=412 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=413 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=414 ttl=127 time=0.355 ms
64 bytes from 172.31.47.114: icmp_seq=415 ttl=127 time=0.278 ms
64 bytes from 172.31.47.114: icmp_seq=416 ttl=127 time=0.305 ms
64 bytes from 172.31.47.114: icmp_seq=417 ttl=127 time=0.343 ms
64 bytes from 172.31.47.114: icmp_seq=418 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=419 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=420 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=421 ttl=127 time=0.334 ms
64 bytes from 172.31.47.114: icmp_seq=422 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=423 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=424 ttl=127 time=0.449 ms
64 bytes from 172.31.47.114: icmp_seq=425 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=426 ttl=127 time=0.287 ms
64 bytes from 172.31.47.114: icmp_seq=427 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=428 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=429 ttl=127 time=0.357 ms
64 bytes from 172.31.47.114: icmp_seq=430 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=431 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=432 ttl=127 time=0.352 ms
64 bytes from 172.31.47.114: icmp_seq=433 ttl=127 time=0.276 ms
64 bytes from 172.31.47.114: icmp_seq=434 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=435 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=436 ttl=127 time=0.362 ms
64 bytes from 172.31.47.114: icmp_seq=437 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=438 ttl=127 time=0.380 ms
64 bytes from 172.31.47.114: icmp_seq=439 ttl=127 time=0.371 ms
64 bytes from 172.31.47.114: icmp_seq=440 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=441 ttl=127 time=0.363 ms
64 bytes from 172.31.47.114: icmp_seq=442 ttl=127 time=0.270 ms
64 bytes from 172.31.47.114: icmp_seq=443 ttl=127 time=0.411 ms
64 bytes from 172.31.47.114: icmp_seq=444 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=445 ttl=127 time=0.341 ms
64 bytes from 172.31.47.114: icmp_seq=446 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=447 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=448 ttl=127 time=0.425 ms
64 bytes from 172.31.47.114: icmp_seq=449 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=450 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=451 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=452 ttl=127 time=0.331 ms
64 bytes from 172.31.47.114: icmp_seq=453 ttl=127 time=0.276 ms
64 bytes from 172.31.47.114: icmp_seq=454 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=455 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=456 ttl=127 time=0.366 ms
64 bytes from 172.31.47.114: icmp_seq=457 ttl=127 time=0.360 ms
64 bytes from 172.31.47.114: icmp_seq=458 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=459 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=460 ttl=127 time=0.353 ms
64 bytes from 172.31.47.114: icmp_seq=461 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=462 ttl=127 time=0.477 ms
64 bytes from 172.31.47.114: icmp_seq=463 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=464 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=465 ttl=127 time=0.355 ms
64 bytes from 172.31.47.114: icmp_seq=466 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=467 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=468 ttl=127 time=0.370 ms
64 bytes from 172.31.47.114: icmp_seq=469 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=470 ttl=127 time=0.373 ms
64 bytes from 172.31.47.114: icmp_seq=471 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=472 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=473 ttl=127 time=0.338 ms
64 bytes from 172.31.47.114: icmp_seq=474 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=475 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=476 ttl=127 time=0.363 ms
64 bytes from 172.31.47.114: icmp_seq=477 ttl=127 time=0.355 ms
64 bytes from 172.31.47.114: icmp_seq=478 ttl=127 time=0.365 ms
64 bytes from 172.31.47.114: icmp_seq=479 ttl=127 time=0.456 ms
64 bytes from 172.31.47.114: icmp_seq=480 ttl=127 time=0.282 ms
64 bytes from 172.31.47.114: icmp_seq=481 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=482 ttl=127 time=0.338 ms
64 bytes from 172.31.47.114: icmp_seq=483 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=484 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=485 ttl=127 time=0.392 ms
64 bytes from 172.31.47.114: icmp_seq=486 ttl=127 time=0.442 ms
64 bytes from 172.31.47.114: icmp_seq=487 ttl=127 time=0.419 ms
64 bytes from 172.31.47.114: icmp_seq=488 ttl=127 time=0.287 ms
64 bytes from 172.31.47.114: icmp_seq=489 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=490 ttl=127 time=0.275 ms
64 bytes from 172.31.47.114: icmp_seq=491 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=492 ttl=127 time=0.340 ms
64 bytes from 172.31.47.114: icmp_seq=493 ttl=127 time=0.379 ms
64 bytes from 172.31.47.114: icmp_seq=494 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=495 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=496 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=497 ttl=127 time=0.331 ms
64 bytes from 172.31.47.114: icmp_seq=498 ttl=127 time=0.362 ms
64 bytes from 172.31.47.114: icmp_seq=499 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=500 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=501 ttl=127 time=0.390 ms
64 bytes from 172.31.47.114: icmp_seq=502 ttl=127 time=0.274 ms
64 bytes from 172.31.47.114: icmp_seq=503 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=504 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=505 ttl=127 time=0.417 ms
64 bytes from 172.31.47.114: icmp_seq=506 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=507 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=508 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=509 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=510 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=511 ttl=127 time=0.331 ms
64 bytes from 172.31.47.114: icmp_seq=512 ttl=127 time=0.329 ms
64 bytes from 172.31.47.114: icmp_seq=513 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=514 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=515 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=516 ttl=127 time=0.326 ms
64 bytes from 172.31.47.114: icmp_seq=517 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=518 ttl=127 time=0.381 ms
64 bytes from 172.31.47.114: icmp_seq=519 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=520 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=521 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=522 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=523 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=524 ttl=127 time=0.342 ms
64 bytes from 172.31.47.114: icmp_seq=525 ttl=127 time=0.363 ms
64 bytes from 172.31.47.114: icmp_seq=526 ttl=127 time=0.287 ms
64 bytes from 172.31.47.114: icmp_seq=527 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=528 ttl=127 time=0.365 ms
64 bytes from 172.31.47.114: icmp_seq=529 ttl=127 time=0.376 ms
64 bytes from 172.31.47.114: icmp_seq=530 ttl=127 time=0.270 ms
64 bytes from 172.31.47.114: icmp_seq=531 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=532 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=533 ttl=127 time=0.404 ms
64 bytes from 172.31.47.114: icmp_seq=534 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=535 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=536 ttl=127 time=0.342 ms
64 bytes from 172.31.47.114: icmp_seq=537 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=538 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=539 ttl=127 time=0.390 ms
64 bytes from 172.31.47.114: icmp_seq=540 ttl=127 time=0.370 ms
64 bytes from 172.31.47.114: icmp_seq=541 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=542 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=543 ttl=127 time=0.382 ms
64 bytes from 172.31.47.114: icmp_seq=544 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=545 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=546 ttl=127 time=0.394 ms
64 bytes from 172.31.47.114: icmp_seq=547 ttl=127 time=0.454 ms
64 bytes from 172.31.47.114: icmp_seq=548 ttl=127 time=0.374 ms
64 bytes from 172.31.47.114: icmp_seq=549 ttl=127 time=0.327 ms
64 bytes from 172.31.47.114: icmp_seq=550 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=551 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=552 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=553 ttl=127 time=0.265 ms
64 bytes from 172.31.47.114: icmp_seq=554 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=555 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=556 ttl=127 time=0.378 ms
64 bytes from 172.31.47.114: icmp_seq=557 ttl=127 time=0.387 ms
64 bytes from 172.31.47.114: icmp_seq=558 ttl=127 time=0.339 ms
64 bytes from 172.31.47.114: icmp_seq=559 ttl=127 time=0.371 ms
64 bytes from 172.31.47.114: icmp_seq=560 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=561 ttl=127 time=0.407 ms
64 bytes from 172.31.47.114: icmp_seq=562 ttl=127 time=0.371 ms
64 bytes from 172.31.47.114: icmp_seq=563 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=564 ttl=127 time=0.394 ms
64 bytes from 172.31.47.114: icmp_seq=565 ttl=127 time=0.443 ms
64 bytes from 172.31.47.114: icmp_seq=566 ttl=127 time=0.399 ms
64 bytes from 172.31.47.114: icmp_seq=567 ttl=127 time=0.330 ms
64 bytes from 172.31.47.114: icmp_seq=568 ttl=127 time=1.31 ms
64 bytes from 172.31.47.114: icmp_seq=569 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=570 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=571 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=572 ttl=127 time=0.388 ms
64 bytes from 172.31.47.114: icmp_seq=573 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=574 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=575 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=576 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=577 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=578 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=579 ttl=127 time=0.267 ms
64 bytes from 172.31.47.114: icmp_seq=580 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=581 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=582 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=583 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=584 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=585 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=586 ttl=127 time=0.278 ms
64 bytes from 172.31.47.114: icmp_seq=587 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=588 ttl=127 time=0.269 ms
64 bytes from 172.31.47.114: icmp_seq=589 ttl=127 time=0.338 ms
64 bytes from 172.31.47.114: icmp_seq=590 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=591 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=592 ttl=127 time=0.397 ms
64 bytes from 172.31.47.114: icmp_seq=593 ttl=127 time=0.353 ms
64 bytes from 172.31.47.114: icmp_seq=594 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=595 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=596 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=597 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=598 ttl=127 time=0.343 ms
64 bytes from 172.31.47.114: icmp_seq=599 ttl=127 time=0.845 ms
64 bytes from 172.31.47.114: icmp_seq=600 ttl=127 time=0.365 ms
64 bytes from 172.31.47.114: icmp_seq=601 ttl=127 time=0.330 ms
64 bytes from 172.31.47.114: icmp_seq=602 ttl=127 time=0.270 ms
64 bytes from 172.31.47.114: icmp_seq=603 ttl=127 time=0.380 ms
64 bytes from 172.31.47.114: icmp_seq=604 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=605 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=606 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=607 ttl=127 time=0.341 ms
64 bytes from 172.31.47.114: icmp_seq=608 ttl=127 time=0.379 ms
64 bytes from 172.31.47.114: icmp_seq=609 ttl=127 time=0.485 ms
64 bytes from 172.31.47.114: icmp_seq=610 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=611 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=612 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=613 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=614 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=615 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=616 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=617 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=618 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=619 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=620 ttl=127 time=0.343 ms
64 bytes from 172.31.47.114: icmp_seq=621 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=622 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=623 ttl=127 time=0.436 ms
64 bytes from 172.31.47.114: icmp_seq=624 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=625 ttl=127 time=0.377 ms
64 bytes from 172.31.47.114: icmp_seq=626 ttl=127 time=0.345 ms
64 bytes from 172.31.47.114: icmp_seq=627 ttl=127 time=0.331 ms
64 bytes from 172.31.47.114: icmp_seq=628 ttl=127 time=0.279 ms
64 bytes from 172.31.47.114: icmp_seq=629 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=630 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=631 ttl=127 time=0.287 ms
64 bytes from 172.31.47.114: icmp_seq=632 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=633 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=634 ttl=127 time=0.284 ms
64 bytes from 172.31.47.114: icmp_seq=635 ttl=127 time=0.421 ms
64 bytes from 172.31.47.114: icmp_seq=636 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=637 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=638 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=639 ttl=127 time=0.370 ms
64 bytes from 172.31.47.114: icmp_seq=640 ttl=127 time=0.280 ms
64 bytes from 172.31.47.114: icmp_seq=641 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=642 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=643 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=644 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=645 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=646 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=647 ttl=127 time=0.373 ms
64 bytes from 172.31.47.114: icmp_seq=648 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=649 ttl=127 time=0.289 ms
64 bytes from 172.31.47.114: icmp_seq=650 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=651 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=652 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=653 ttl=127 time=0.337 ms
64 bytes from 172.31.47.114: icmp_seq=654 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=655 ttl=127 time=0.354 ms
64 bytes from 172.31.47.114: icmp_seq=656 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=657 ttl=127 time=0.280 ms
64 bytes from 172.31.47.114: icmp_seq=658 ttl=127 time=0.415 ms
64 bytes from 172.31.47.114: icmp_seq=659 ttl=127 time=0.362 ms
64 bytes from 172.31.47.114: icmp_seq=660 ttl=127 time=0.786 ms
64 bytes from 172.31.47.114: icmp_seq=661 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=662 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=663 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=664 ttl=127 time=0.265 ms
64 bytes from 172.31.47.114: icmp_seq=665 ttl=127 time=0.289 ms
64 bytes from 172.31.47.114: icmp_seq=666 ttl=127 time=0.396 ms
64 bytes from 172.31.47.114: icmp_seq=667 ttl=127 time=0.355 ms
64 bytes from 172.31.47.114: icmp_seq=668 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=669 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=670 ttl=127 time=0.279 ms
64 bytes from 172.31.47.114: icmp_seq=671 ttl=127 time=0.360 ms
64 bytes from 172.31.47.114: icmp_seq=672 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=673 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=674 ttl=127 time=0.277 ms
64 bytes from 172.31.47.114: icmp_seq=675 ttl=127 time=0.356 ms
64 bytes from 172.31.47.114: icmp_seq=676 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=677 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=678 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=679 ttl=127 time=0.286 ms
64 bytes from 172.31.47.114: icmp_seq=680 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=681 ttl=127 time=0.374 ms
64 bytes from 172.31.47.114: icmp_seq=682 ttl=127 time=0.281 ms
64 bytes from 172.31.47.114: icmp_seq=683 ttl=127 time=0.384 ms
64 bytes from 172.31.47.114: icmp_seq=684 ttl=127 time=0.383 ms
64 bytes from 172.31.47.114: icmp_seq=685 ttl=127 time=0.392 ms
64 bytes from 172.31.47.114: icmp_seq=686 ttl=127 time=0.337 ms
64 bytes from 172.31.47.114: icmp_seq=687 ttl=127 time=0.418 ms
64 bytes from 172.31.47.114: icmp_seq=688 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=689 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=690 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=691 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=692 ttl=127 time=2.20 ms
64 bytes from 172.31.47.114: icmp_seq=693 ttl=127 time=0.289 ms
64 bytes from 172.31.47.114: icmp_seq=694 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=695 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=696 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=697 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=698 ttl=127 time=0.316 ms
64 bytes from 172.31.47.114: icmp_seq=699 ttl=127 time=0.373 ms
64 bytes from 172.31.47.114: icmp_seq=700 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=701 ttl=127 time=0.383 ms
64 bytes from 172.31.47.114: icmp_seq=702 ttl=127 time=0.527 ms
64 bytes from 172.31.47.114: icmp_seq=703 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=704 ttl=127 time=0.271 ms
64 bytes from 172.31.47.114: icmp_seq=705 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=706 ttl=127 time=0.339 ms
64 bytes from 172.31.47.114: icmp_seq=707 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=708 ttl=127 time=0.277 ms
64 bytes from 172.31.47.114: icmp_seq=709 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=710 ttl=127 time=0.404 ms
64 bytes from 172.31.47.114: icmp_seq=711 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=712 ttl=127 time=0.316 ms
